stability_score,average_monthly_income,income_variance,debt_to_income_ratio,min_income,max_income,loan_amount,loan_term_months,employment_type_encoded,months_of_data,loan_to_income_ratio,stability_anomaly,outcome
30.43,2258.59,2468954.74,7.15,536.77,5065.12,4728,36,1,10,0.17,0,1
51.2,2735.36,1782106.2,21.47,560.77,4484.62,21097,48,1,6,0.64,0,2
29.9,2179.91,2334972.07,36.85,300.0,4272.36,16730,24,1,10,0.64,0,0
38.47,3103.98,3647561.65,28.48,294.02,5995.16,18233,24,1,11,0.49,0,0
95.52,5028.31,50730.87,15.92,4734.17,5407.93,40417,60,4,6,0.67,0,2
92.9,4914.06,121572.08,49.89,4514.09,5153.91,79399,36,4,3,1.35,0,1
32.54,2160.63,2124280.44,22.75,357.02,4339.02,17659,48,1,6,0.68,0,1
72.82,2548.98,480040.67,17.38,1814.51,3190.91,17471,48,3,3,0.57,0,2
97.28,5083.09,19144.55,21.6,4848.69,5261.55,12687,12,4,7,0.21,0,2
37.41,2094.79,1718990.45,6.88,206.92,3506.62,4157,36,1,7,0.17,0,0
82.08,2394.95,184098.44,21.85,1537.53,2736.73,24624,60,3,6,0.86,0,2
86.0,2401.61,113089.43,32.05,1782.72,2874.76,30345,48,3,8,1.05,0,2
60.77,2299.91,814235.65,19.24,631.82,3955.65,13716,36,3,9,0.5,0,2
34.06,2812.03,3437748.23,16.68,501.94,5709.2,16853,48,1,7,0.5,0,1
94.42,4986.16,77509.04,25.21,4603.63,5295.95,28073,24,4,7,0.47,0,2
32.92,2860.4,3681532.05,14.1,391.68,5232.7,17721,60,2,7,0.52,0,1
26.96,2932.81,4588286.85,28.64,481.29,4595.13,24573,36,1,5,0.7,0,0
95.01,5089.68,64394.43,63.38,4803.67,5402.82,37279,12,4,6,0.61,0,2
52.89,2001.4,888887.37,49.54,845.29,3177.16,30728,36,3,6,1.28,0,0
0.0,1398.89,2626120.1,16.12,228.92,4413.95,8254,48,1,8,0.49,0,0
33.44,3380.84,5063403.16,30.17,300.0,7453.4,38017,48,2,8,0.94,0,1
14.19,2066.59,3144518.81,46.91,300.0,5441.93,28773,36,2,8,1.16,0,0
38.88,1986.05,1473720.95,95.91,300.0,3159.39,21214,12,1,4,0.89,0,0
96.66,4977.59,27672.5,21.25,4774.69,5185.9,34257,36,4,8,0.57,0,2
41.54,2852.41,2780473.03,111.21,300.0,4402.09,35517,12,2,8,1.04,0,0
95.51,5146.61,53455.37,9.66,4907.81,5536.83,20771,48,4,9,0.34,0,2
94.03,5154.47,94635.63,104.28,4762.8,5702.09,62123,12,4,10,1.0,0,0
92.56,5086.71,143384.33,26.3,4584.62,5581.91,29883,24,4,7,0.49,0,2
94.08,5079.18,90554.59,101.76,4746.31,5590.6,59735,12,4,7,0.98,0,0
9.78,2724.82,6043693.63,4.08,642.12,7194.25,3253,36,1,6,0.1,0,0
18.44,2159.74,3102840.4,19.28,300.0,5281.77,17503,60,1,11,0.68,0,0
18.05,2186.05,3209474.64,18.07,220.56,4042.01,14458,48,1,5,0.55,0,0
22.74,3146.4,5908875.67,26.14,1294.46,6596.83,24060,36,1,4,0.64,0,0
87.58,4479.49,309299.44,17.04,4010.62,5093.95,33546,60,2,3,0.62,0,2
41.95,3514.19,4162084.7,2.82,988.61,6216.15,3629,48,1,6,0.09,0,2
96.25,4907.87,33959.3,31.73,4599.55,5080.94,50439,36,4,7,0.86,0,2
37.37,2384.01,2229370.12,19.22,382.59,4361.66,19263,60,1,9,0.67,0,1
47.74,3698.97,3737062.32,15.1,219.42,5850.4,16580,36,2,9,0.37,0,2
46.94,3979.24,4458229.62,29.52,320.04,5873.49,24710,24,2,9,0.52,0,1
75.7,2529.9,377924.82,12.83,1587.14,3573.87,10060,36,3,9,0.33,0,2
41.36,2978.22,3050058.12,13.67,538.15,6363.5,4558,12,2,8,0.13,0,1
17.66,1969.3,2629461.4,21.03,300.0,4320.52,15155,48,1,10,0.64,0,0
48.12,3503.61,3303670.16,31.89,614.99,5655.49,23504,24,2,6,0.56,0,1
43.35,3424.42,3762875.82,18.43,402.09,6058.2,23096,48,1,12,0.56,0,1
93.37,4994.76,109766.42,19.45,4606.02,5437.65,21697,24,4,5,0.36,0,2
49.25,2495.5,1603817.57,10.39,509.95,4036.13,5345,24,1,10,0.18,0,1
45.76,4562.62,6125315.21,17.67,1162.26,6600.08,30054,48,2,4,0.55,0,1
60.48,2270.56,804998.85,12.65,534.12,3554.7,11328,48,3,12,0.42,0,2
37.01,4032.26,6450950.95,26.94,296.04,7567.28,22852,24,2,7,0.47,0,0
96.31,5110.88,35616.99,57.37,4848.31,5409.06,65488,24,4,6,1.07,0,2
2.63,2830.02,7593278.01,42.05,300.0,5766.11,24788,24,1,3,0.73,0,0
92.65,5179.66,144804.35,8.0,4829.44,5799.38,20928,60,4,7,0.34,0,2
93.35,5063.1,113378.9,135.74,4460.19,5562.33,79430,12,4,11,1.31,0,0
40.66,2542.88,2276871.15,38.31,255.94,5341.26,20094,24,1,11,0.66,0,0
52.42,3161.83,2263608.36,27.32,1052.06,4259.63,18168,24,2,4,0.48,0,2
13.02,1725.93,2253533.32,150.0,300.0,4778.76,32519,12,2,7,1.57,0,0
32.75,2744.31,3406339.55,33.69,310.23,4902.04,19254,24,1,10,0.58,0,0
11.6,2741.51,5872957.79,40.33,328.88,5175.57,32818,36,2,3,1.0,0,0
16.56,3188.52,7077449.96,31.49,300.0,9028.41,37423,48,2,12,0.98,0,0
11.21,1807.78,2576267.42,48.23,300.0,4853.67,9659,12,1,8,0.45,0,0
28.67,3778.59,7263482.99,70.14,368.54,6599.54,29673,12,2,7,0.65,0,0
54.2,2878.04,1737819.33,21.99,232.13,4631.71,27810,60,2,11,0.81,0,2
97.29,4997.36,18389.1,30.31,4909.17,5198.15,63263,48,4,4,1.05,0,2
0.0,791.97,1009454.39,130.42,263.97,3033.41,21513,24,1,7,2.26,0,0
32.79,1194.94,645078.6,9.27,371.97,1976.72,3196,36,1,3,0.22,0,1
95.28,4969.55,55009.14,19.45,4429.68,5199.28,48802,60,4,8,0.82,0,2
8.56,2815.72,6628665.62,22.96,326.67,6215.0,13601,24,2,8,0.4,0,0
14.98,3389.92,8307443.6,6.37,300.0,9193.39,7901,48,1,12,0.19,0,0
32.86,2129.28,2043786.97,12.23,300.0,3726.43,10947,60,1,5,0.43,0,1
58.96,3161.84,1684159.71,16.63,1371.86,5466.08,19237,48,1,8,0.51,0,2
93.57,4868.47,97895.2,14.03,4408.78,5270.49,15255,24,4,7,0.26,0,2
61.32,1294.32,250672.5,37.41,723.63,1659.71,13969,36,1,3,0.9,0,1
26.85,1813.13,1759161.93,30.39,281.75,4105.27,6105,12,1,12,0.28,0,0
0.0,3159.75,10507091.7,5.85,300.0,6680.91,5330,36,1,3,0.14,0,0
28.81,1970.55,1968202.43,11.54,617.37,3418.42,9562,60,1,3,0.4,0,1
94.47,4891.79,73310.89,27.8,4453.24,5365.83,56789,48,4,11,0.97,0,2
96.11,4878.4,35982.65,34.69,4702.79,5147.93,19560,12,4,4,0.33,0,2
42.63,3576.04,4208230.38,5.41,252.63,6077.69,8308,60,1,10,0.19,0,2
82.73,2742.49,224344.96,21.14,1884.36,3593.44,22854,48,3,11,0.69,0,2
92.78,5018.75,131159.69,15.54,4385.85,5508.65,39393,60,4,7,0.65,0,2
27.79,3109.99,5043819.21,87.47,327.99,6119.74,30458,12,2,8,0.82,0,0
4.07,2586.38,6156223.64,35.79,313.75,4956.3,34502,48,2,4,1.11,0,0
52.44,3327.28,2503668.94,21.61,1547.95,5362.64,31597,60,2,4,0.79,0,2
29.1,2867.78,4133606.29,14.83,346.29,4990.04,15560,48,1,4,0.45,0,1
93.33,4946.63,108709.11,31.59,4538.11,5590.9,34899,24,4,12,0.59,0,2
24.88,3445.11,6697459.25,20.44,311.9,7846.21,20601,36,1,12,0.5,0,1
0.0,2492.74,6560632.3,67.08,300.0,7121.65,18623,12,1,9,0.62,0,0
95.7,4903.77,44420.9,29.33,4666.17,5284.5,46584,36,4,8,0.79,0,2
45.98,2912.88,2476284.48,6.17,307.15,5794.23,3708,24,1,12,0.11,0,1
70.7,2135.63,391433.65,54.9,1136.72,2949.75,36339,36,3,8,1.42,0,1
73.07,2117.16,324992.35,15.87,923.99,2645.15,15816,60,3,10,0.62,0,2
93.04,5147.47,128273.1,6.25,4754.87,5604.23,13439,48,4,4,0.22,0,2
58.08,2570.44,1160862.09,55.47,208.65,4145.87,30898,24,3,11,1.0,0,1
91.74,5154.26,181338.28,49.65,4697.24,5867.19,57156,24,4,8,0.92,0,2
9.95,1388.44,1563072.95,49.48,320.6,3615.71,7612,12,1,6,0.46,0,0
11.82,2826.12,6210776.53,46.14,280.24,6060.07,38701,36,2,7,1.14,0,0
56.39,2464.17,1154645.86,17.43,574.82,3129.81,18058,60,1,5,0.61,0,2
26.15,3259.21,5794007.05,67.85,268.89,6259.01,24759,12,2,8,0.63,0,0
3.88,1602.97,2374141.71,49.63,344.38,3347.07,8815,12,1,5,0.46,0,0
93.79,4927.22,93689.64,36.91,4557.51,5301.99,40614,24,4,6,0.69,0,2
51.5,3364.58,2662473.08,4.69,563.69,5332.47,6638,60,1,12,0.16,0,2
95.74,5023.74,45770.44,33.19,4719.37,5392.7,53996,36,4,7,0.9,0,2
0.0,1696.64,4557988.41,23.18,202.16,5245.54,11507,36,1,7,0.57,0,0
27.25,1537.39,1250766.51,138.44,300.0,2476.11,23830,12,2,3,1.29,0,0
22.44,2530.22,3851507.6,9.93,501.93,5325.96,5234,24,1,9,0.17,0,1
50.81,2918.36,2060526.71,27.13,485.77,4702.54,22839,36,1,10,0.65,0,1
80.6,2645.3,263469.3,89.28,1762.63,3374.46,26863,12,3,12,0.85,0,0
92.12,4919.05,150131.01,7.69,4424.42,5482.22,15807,48,4,6,0.27,0,2
35.59,3177.36,4188602.48,1.63,300.0,6396.92,2229,60,1,11,0.06,0,1
39.26,3718.25,5101314.08,35.71,608.37,7139.98,14865,12,2,8,0.33,0,0
16.97,2352.6,3816047.72,41.15,300.0,5580.75,19965,24,1,12,0.71,0,0
90.29,4998.18,235352.16,45.41,4484.33,5567.22,50695,24,4,4,0.85,0,2
23.55,1931.19,2179812.61,18.56,300.0,4451.85,3991,12,1,9,0.17,0,1
50.02,3130.48,2447713.77,42.65,801.81,5585.01,14793,12,1,7,0.39,0,1
20.78,2542.01,4055618.58,61.06,300.0,4727.21,17287,12,1,5,0.57,0,0
78.37,2344.36,257031.75,40.17,1667.35,3183.22,37135,48,3,6,1.32,0,2
15.89,2422.51,4152126.06,21.18,202.44,7254.59,18780,48,1,12,0.65,0,0
19.81,2483.27,3965141.05,30.34,300.0,6793.21,22044,36,1,12,0.74,0,0
57.66,3552.46,2262603.94,17.28,1668.52,5530.26,18221,36,2,7,0.43,0,2
79.13,2375.46,245763.9,71.44,1475.88,2801.2,36776,24,3,8,1.29,0,0
30.41,2805.26,3810659.57,11.55,300.0,5193.45,13923,60,1,9,0.41,0,1
43.91,2531.33,2016034.07,12.35,535.09,3890.09,9146,36,1,7,0.3,0,1
41.73,2532.26,2176964.87,52.43,300.0,4807.37,14711,12,1,10,0.48,0,0
0.0,1009.71,1145728.33,100.1,300.0,3523.15,11257,12,1,8,0.93,0,0
3.97,2180.35,4383836.05,18.7,283.79,5495.52,8408,24,1,8,0.32,0,0
55.88,2245.35,981404.12,23.22,345.82,3015.2,20553,48,3,6,0.76,0,2
36.09,2085.83,1777279.31,139.55,268.13,3872.27,32588,12,2,8,1.3,0,0
30.95,2855.55,3887777.37,19.69,300.0,6361.0,20963,48,2,12,0.61,0,1
48.76,2901.63,2210318.01,9.0,300.0,5116.5,5387,24,1,9,0.15,0,1
77.85,2373.34,276250.51,26.95,1852.5,2903.57,19821,36,3,3,0.7,0,2
23.8,2958.25,5081063.52,10.21,499.05,4926.31,11262,48,2,3,0.32,0,1
33.2,1900.56,1611621.1,43.2,306.77,3983.17,24025,36,1,12,1.05,0,0
49.21,1909.55,940534.65,150.0,262.51,3026.93,39884,12,3,9,1.74,0,0
23.52,3496.12,7149424.5,4.16,550.41,5769.92,4199,36,1,3,0.1,0,1
56.26,2160.18,892594.42,22.89,461.85,3087.42,23272,60,3,7,0.9,0,2
71.35,2430.87,485148.21,6.78,1807.8,3757.7,7755,60,3,6,0.27,0,2
22.62,1929.52,2228995.6,150.0,233.39,3044.72,34482,12,3,3,1.49,0,0
31.27,3198.92,4834579.25,4.92,667.64,5975.38,6761,60,1,5,0.18,0,1
18.62,2659.4,4683523.97,12.97,440.14,6119.48,12621,48,1,11,0.4,0,0
67.54,2321.29,567904.8,148.72,540.72,3184.58,39268,12,3,9,1.41,0,0
92.24,4968.62,148737.08,19.17,4376.85,5418.94,39769,48,4,9,0.67,0,2
34.47,1727.09,1280975.07,39.29,202.16,3439.81,19574,36,1,11,0.94,0,0
79.59,2849.53,338127.4,37.37,1787.44,3710.86,23074,24,3,11,0.67,0,2
96.44,5228.27,34658.46,42.62,5013.35,5339.85,49774,24,4,3,0.79,0,2
82.25,3878.97,474156.73,9.3,3087.04,4336.53,12967,48,1,3,0.28,0,2
75.69,2434.28,350294.3,30.53,1714.73,3090.97,29307,48,3,4,1.0,0,2
94.24,5012.47,83403.08,26.11,4655.21,5309.42,66107,60,4,5,1.1,0,2
61.47,2440.26,884125.3,50.41,464.0,3492.18,26656,24,3,11,0.91,0,1
93.65,4920.62,97744.65,2.07,4447.55,5634.73,5153,60,4,10,0.09,0,2
85.31,4387.65,415621.55,23.49,4004.52,5131.97,21676,24,2,3,0.41,0,2
9.66,1790.84,2617234.06,22.42,232.23,4256.63,14429,48,1,12,0.67,0,0
92.99,4872.47,116640.1,10.38,4314.47,5278.63,11300,24,4,8,0.19,0,2
90.38,4920.65,224024.42,11.09,4441.34,5387.72,27563,60,4,3,0.47,0,2
54.64,3271.52,2202134.34,9.03,1153.2,5719.48,10815,48,1,10,0.28,0,2
50.09,3351.3,2797715.29,36.47,1228.62,5672.55,25711,24,2,5,0.64,0,1
97.96,3023.04,3798.93,62.33,2970.29,3090.79,21434,12,3,3,0.59,0,1
84.03,2453.7,153477.61,79.25,2017.59,3226.19,22118,12,3,10,0.75,0,0
38.55,2256.17,1922024.48,15.77,300.0,3996.78,14958,60,1,9,0.55,0,1
95.75,5030.67,45739.38,17.51,4797.28,5427.87,44476,60,4,10,0.74,0,2
43.04,3305.08,3544171.24,42.09,413.29,5920.93,29264,24,2,11,0.74,0,0
45.44,2569.18,1965134.07,19.6,300.0,4895.42,5580,12,1,12,0.18,0,2
20.01,2714.69,4715290.63,30.78,293.72,6577.47,17573,24,2,12,0.54,0,0
37.76,3366.07,4389628.76,7.29,400.97,7033.0,7074,36,1,7,0.18,0,1
10.82,2735.42,5951134.83,15.2,238.54,6567.84,17868,60,1,11,0.54,0,0
80.27,2872.45,321242.78,8.65,2010.29,4053.63,9795,48,3,10,0.28,0,2
39.65,3600.67,4721859.25,7.86,300.0,6644.58,12440,60,2,8,0.29,0,1
17.72,2532.97,4343070.92,20.71,300.0,6292.57,19194,48,1,11,0.63,0,0
77.31,2772.41,395859.2,3.74,1983.56,3766.97,3213,36,3,9,0.1,0,2
40.82,2642.75,2445971.17,9.82,367.28,5499.64,2891,12,1,12,0.09,0,1
54.88,2154.92,945505.29,76.41,451.33,2778.08,18728,12,3,5,0.72,0,0
16.95,2104.87,3055766.13,12.35,623.93,5024.8,9693,48,2,6,0.38,0,0
81.04,2619.34,246676.66,6.02,1675.36,3384.24,7417,60,3,10,0.24,0,2
61.86,2345.74,800456.85,4.26,498.46,3270.33,3939,48,3,11,0.14,0,2
42.58,3202.99,3382540.46,24.54,302.81,5111.83,29302,48,2,11,0.76,0,1
0.0,2597.48,7111858.51,14.49,300.0,6526.81,16181,60,1,9,0.52,0,0
49.49,2020.18,1041192.45,74.28,247.55,3389.68,16713,12,1,7,0.69,0,0
53.86,2093.52,933139.34,17.35,1447.65,3530.33,7491,24,1,4,0.3,0,1
44.21,2914.75,2644238.24,19.39,465.51,6142.23,16302,36,1,11,0.47,0,1
94.26,5045.44,83908.08,42.19,4806.25,5607.21,24600,12,4,6,0.41,0,2
91.71,4914.55,165850.35,11.63,4295.58,5671.99,28854,60,4,9,0.49,0,2
33.4,2566.21,2920849.9,26.62,300.0,5329.32,14369,24,2,9,0.47,0,1
42.43,3342.65,3702986.0,24.59,406.63,6491.81,9154,12,1,10,0.23,0,1
80.18,2440.97,234053.94,10.84,1704.14,3041.4,5736,24,3,7,0.2,0,2
28.61,2156.62,2370436.69,70.83,361.66,5106.14,17012,12,1,10,0.66,0,0
42.88,3751.42,4591214.99,9.65,1417.06,7636.2,13248,48,1,9,0.29,0,1
83.22,2475.74,172668.5,14.21,1868.08,3025.3,7623,24,3,5,0.26,0,2
96.56,5079.83,30587.04,53.3,4877.89,5182.18,60474,24,4,3,0.99,0,2
20.04,2327.39,3462883.73,35.54,447.55,6660.94,24199,36,1,12,0.87,0,0
19.61,2485.18,3991535.78,5.48,300.0,5611.29,4985,48,1,10,0.17,0,0
12.7,2101.91,3367183.38,13.98,391.26,5437.41,8479,36,1,7,0.34,0,0
43.52,3996.13,5094111.68,13.76,703.59,6677.51,23628,60,1,9,0.49,0,2
45.42,5584.88,9290714.9,15.36,2893.86,8894.96,25452,36,2,3,0.38,0,2
72.15,2197.34,374388.14,9.74,1292.81,3041.9,8438,48,3,12,0.32,0,2
74.45,4221.0,1163495.46,4.48,3056.2,5885.47,7043,48,2,5,0.14,0,2
94.87,4932.73,63992.48,80.81,4518.31,5352.64,46069,12,4,9,0.78,0,0
80.41,2506.69,241181.17,12.02,2043.84,3021.86,11880,48,3,3,0.39,0,2
32.03,2427.24,2721894.7,2.79,504.8,4128.21,2842,60,1,6,0.1,0,1
50.97,1958.47,921980.71,23.14,714.38,2905.1,14044,36,3,4,0.6,0,2
59.34,2239.48,829084.33,26.38,350.31,3159.44,18306,36,3,9,0.68,0,1
73.42,2866.08,580337.27,25.46,2065.2,4208.21,34339,60,3,8,1.0,0,2
92.62,2399.97,31395.53,32.66,2108.56,2558.01,24293,36,3,5,0.84,0,2
93.79,5041.69,98096.48,39.66,4747.87,5528.19,44662,24,4,6,0.74,0,2
0.0,1842.24,3702946.85,64.3,269.9,5207.25,24672,24,1,9,1.12,0,0
95.72,5151.75,48558.99,17.08,4731.06,5358.88,10168,12,4,6,0.16,0,2
15.85,2750.51,5357767.03,19.56,330.17,7198.5,23126,60,1,11,0.7,0,0
36.04,2910.1,3464673.34,4.77,380.24,5108.37,5083,48,1,6,0.15,0,1
94.17,4924.31,82422.29,28.38,4400.42,5434.36,16151,12,4,10,0.27,0,2
98.07,5251.84,10242.93,30.99,5166.39,5397.13,36349,24,4,4,0.58,0,2
48.79,3894.62,3977166.65,18.67,300.0,6748.01,27109,48,2,12,0.58,0,1
41.4,1763.12,1067647.07,72.57,317.51,2520.13,27728,24,3,4,1.31,0,0
93.81,5005.65,96060.36,7.52,4558.02,5261.51,12191,36,4,4,0.2,0,2
92.43,5019.37,144447.82,48.78,4531.93,5556.4,54691,24,4,6,0.91,0,2
44.11,2638.33,2174578.39,13.24,300.0,4636.35,15015,60,1,9,0.47,0,1
95.91,4999.23,41897.02,121.06,4660.14,5281.04,69943,12,4,12,1.17,0,0
15.68,2246.85,3589311.9,42.93,300.0,5570.97,20089,24,1,11,0.75,0,0
28.3,3134.91,5051850.42,27.01,328.86,7480.24,25129,36,2,11,0.67,0,0
81.74,2794.4,260427.27,26.98,2048.63,3634.87,35480,60,3,9,1.06,0,2
91.66,4968.42,171842.5,17.28,4452.23,5755.91,35852,48,4,7,0.6,0,2
32.56,2790.13,3540386.61,48.98,223.15,4678.36,28748,24,2,4,0.86,0,0
47.54,3715.73,3800276.29,23.09,1393.17,6542.81,31984,48,2,5,0.72,0,1
94.72,5026.77,70479.94,65.7,4571.34,5407.2,38169,12,4,7,0.63,0,2
13.37,2192.46,3607628.98,59.66,318.95,5991.88,14491,12,1,11,0.55,0,0
32.84,3823.33,6593552.51,17.32,300.0,7475.03,29098,60,2,5,0.63,0,1
82.05,2222.93,159159.29,129.04,1407.6,2729.15,32627,12,3,10,1.22,0,0
26.38,2609.93,3691814.59,10.16,251.74,6276.03,2939,12,1,9,0.09,0,0
48.21,2907.43,2267143.25,20.81,300.0,5068.35,17452,36,1,12,0.5,0,1
6.12,1687.8,2510725.48,39.27,217.63,4950.21,24255,48,1,8,1.2,0,0
96.5,4933.54,29803.43,36.92,4640.0,5132.83,58983,36,4,6,1.0,0,2
30.91,3322.41,5268928.27,6.73,492.21,6874.77,8187,48,1,7,0.21,0,1
93.17,5141.58,123159.38,11.07,4800.01,5881.46,28755,60,4,7,0.47,0,2
44.03,2296.13,1651767.34,34.33,207.19,3841.15,16258,24,1,8,0.59,0,1
93.53,4885.39,99847.73,20.12,4442.56,5384.63,31829,36,4,10,0.54,0,2
71.83,2552.76,517173.49,38.8,1420.9,3231.16,30693,36,3,5,1.0,0,2
97.76,4796.15,11555.33,8.42,4695.86,4909.63,16861,48,4,3,0.29,0,2
88.27,2494.82,85672.5,27.94,2029.91,3061.3,21603,36,3,12,0.72,0,2
80.33,2586.48,258800.34,29.36,1850.08,3109.21,23537,36,3,6,0.76,0,2
52.9,2191.01,1064992.53,49.96,283.11,3824.07,33924,36,3,11,1.29,0,1
93.53,5005.55,104800.59,28.82,4634.91,5596.26,72849,60,4,8,1.21,0,2
16.57,2239.28,3490201.25,44.49,300.0,5598.36,11096,12,1,12,0.41,0,0
60.05,2233.78,796444.11,47.64,1512.26,3231.72,32981,36,3,3,1.23,0,1
29.17,2508.24,3155891.63,22.74,300.0,5263.63,23971,60,1,6,0.8,0,1
28.31,2473.71,3145108.6,22.88,536.19,4880.17,20335,48,1,7,0.69,0,1
82.67,2729.78,223673.3,126.79,2069.64,3176.37,39367,12,3,4,1.2,0,0
33.45,1692.02,1267989.46,35.75,524.69,2771.66,22136,48,1,3,1.09,0,0
16.01,2592.91,4742507.0,71.51,384.46,5496.87,38999,24,2,6,1.25,0,0
76.89,2609.63,363672.35,10.36,1791.62,3246.37,3076,12,3,4,0.1,0,2
18.06,2538.68,4327120.49,58.88,911.83,4882.51,16647,12,1,3,0.55,0,0
42.97,2431.77,1923573.04,17.6,680.33,4927.9,15661,48,1,11,0.54,0,1
80.55,2554.17,246799.02,44.5,1864.93,3346.93,35224,36,3,9,1.15,0,2
68.74,5047.12,2489977.47,12.63,1903.11,6492.87,23752,48,2,9,0.39,0,2
0.0,1732.7,3155121.45,41.85,275.0,4814.19,20920,36,1,10,1.01,0,0
43.6,3669.58,4284024.3,13.09,746.31,6428.81,14261,36,2,8,0.32,0,2
92.59,5150.94,145842.64,20.84,4760.54,5801.65,34766,36,4,9,0.56,0,2
69.29,2574.77,625172.13,15.78,1208.19,3790.7,4620,12,3,10,0.15,0,2
73.75,2326.09,372826.39,22.79,1374.51,3412.17,11488,24,3,7,0.41,0,2
69.64,2414.85,537379.59,27.86,615.76,3375.39,14581,24,3,10,0.5,0,1
0.0,4040.55,17935567.17,13.85,318.51,10596.2,16606,36,2,5,0.34,0,0
93.23,4950.88,112177.41,65.52,4577.84,5614.3,72454,24,4,11,1.22,0,1
39.81,2855.99,2954887.51,27.56,434.89,5191.75,23027,36,1,11,0.67,0,0
73.68,2562.76,455002.34,26.81,1820.2,3256.57,27094,48,3,4,0.88,0,2
76.31,1881.88,198729.21,102.6,1336.72,2885.48,21963,12,3,9,0.97,0,0
55.98,2490.32,1201951.48,9.98,561.94,3798.08,11702,60,3,7,0.39,0,2
22.26,2473.25,3696552.7,46.99,423.38,5634.12,24207,24,1,6,0.82,0,0
44.04,2496.69,1952199.55,29.65,461.55,4495.3,8288,12,2,8,0.28,0,1
10.05,2131.51,3676244.45,15.35,300.0,4207.89,11753,48,1,6,0.46,0,0
0.0,963.89,1122649.02,10.12,261.9,2509.87,2031,24,1,4,0.18,0,0
38.74,2467.39,2284493.44,56.35,300.0,4565.44,29243,24,2,12,0.99,0,0
42.88,1881.9,1155691.17,38.12,496.47,3524.9,26743,48,2,9,1.18,0,0
75.64,3707.75,815881.64,10.85,2229.3,4732.32,14457,48,1,6,0.32,0,2
88.89,2325.29,66755.31,22.76,1973.33,2643.13,16402,36,3,5,0.59,0,2
18.3,2039.83,2777274.25,6.0,561.92,3846.08,5146,60,1,3,0.21,0,0
73.05,2547.39,471318.34,31.4,1783.96,3114.03,16495,24,1,3,0.54,0,2
53.47,2969.98,1909564.73,30.29,795.03,5527.73,39544,60,2,10,1.11,0,1
93.61,5007.57,102271.32,14.79,4496.11,5459.05,30929,48,4,12,0.51,0,2
48.58,2937.97,2282024.39,24.58,662.6,4852.94,20830,36,1,9,0.59,0,1
12.07,1728.54,2310086.73,47.18,314.83,4021.01,35844,60,2,5,1.73,0,0
35.8,3438.59,4873278.91,83.13,691.65,6551.65,32002,12,2,10,0.78,0,0
27.79,1864.14,1812166.93,38.49,343.85,2904.81,14945,24,1,3,0.67,0,0
38.2,3091.99,3651471.18,21.26,267.26,6834.52,24055,48,1,12,0.65,0,0
27.0,3104.4,5136279.53,7.44,527.54,4787.96,9704,60,1,3,0.26,0,1
31.26,2150.69,2185909.09,27.51,486.16,4386.89,22053,48,2,9,0.85,0,0
96.19,5013.46,36503.44,13.95,4736.69,5348.37,15625,24,4,9,0.26,0,2
40.32,3288.23,3851484.18,68.62,300.0,6641.95,25000,12,1,11,0.63,0,0
32.13,3304.7,5030952.6,7.76,717.56,4703.17,5290,24,1,3,0.13,0,1
67.16,2397.91,619980.1,26.65,310.62,3533.63,25199,48,3,12,0.88,0,2
93.84,5095.69,98418.65,16.98,4716.54,5706.41,43692,60,4,12,0.71,0,2
0.0,1836.95,3695040.16,28.92,204.67,4905.64,19440,48,1,9,0.88,0,0
23.59,2548.39,3791442.12,2.75,316.83,5456.23,2565,48,1,8,0.08,0,1
49.94,1732.92,752408.44,7.06,231.3,2242.94,5758,60,3,5,0.28,0,1
69.7,2219.85,452373.01,8.9,1045.44,3162.56,7786,48,3,10,0.29,0,2
83.27,2758.93,213024.05,36.98,1968.42,3455.71,11605,12,3,9,0.35,0,2
92.99,4880.43,117144.18,38.11,4433.64,5210.75,77662,48,4,4,1.33,0,2
82.78,2435.02,175893.63,33.21,1753.34,3028.29,17526,24,3,6,0.6,0,2
82.11,2254.71,162657.22,63.7,1791.14,2525.0,31127,24,3,3,1.15,0,1
21.92,2203.5,2959986.98,32.23,297.97,6323.36,31211,60,2,12,1.18,0,0
92.41,4737.12,129291.69,10.79,4420.75,5201.26,11416,24,4,5,0.2,0,2
22.96,1124.79,750840.3,31.28,300.0,2027.73,10295,36,1,3,0.76,0,0
22.23,4101.28,10173771.03,14.0,222.88,7783.75,24668,60,1,4,0.5,0,0
25.25,3398.02,6452421.34,39.62,608.06,8372.04,39957,36,2,9,0.98,0,0
50.53,2805.57,1925949.95,24.49,1443.79,5072.76,24685,48,1,5,0.73,0,2
22.2,766.02,355177.82,150.0,285.85,1955.74,20726,12,1,8,2.25,0,0
34.74,2714.16,3137080.4,22.08,300.0,5016.54,12361,24,1,5,0.38,0,1
94.56,5015.75,74567.17,44.87,4653.49,5475.73,50271,24,4,12,0.84,0,2
92.21,5014.32,152391.46,49.8,4537.69,5421.52,55779,24,4,5,0.93,0,2
51.37,2342.22,1297596.02,31.56,313.78,3687.19,29150,48,3,11,1.04,0,1
61.29,4009.41,2408607.02,12.71,2093.75,6395.54,18306,48,1,5,0.38,0,2
48.39,2165.21,1248540.41,36.51,288.78,3061.77,8759,12,1,5,0.34,0,1
57.47,2960.82,1585985.87,1.62,2230.4,4415.0,2022,60,1,3,0.06,0,2
21.32,2955.04,5405828.35,86.41,300.0,7253.05,28590,12,2,12,0.81,0,0
